movies_title(3, FourRooms1995)
ratings_id_movie(843, 615)
ratings_id_movie(648, 728)
ratings_id_movie(821, 97)
ratings_id_movie(380, 554)
ratings_id_movie(89, 88)
ratings_id_movie(577, 31)
ratings_id_movie(216, 50)
ratings_id_movie(396, 840)
ratings_id_movie(848, 481)
ratings_id_movie(833, 52)
ratings_id_movie(148, 663)
ratings_id_movie(504, 211)
ratings_id_movie(216, 184)
ratings_id_movie(593, 747)
ratings_id_movie(547, 338)
ratings_id_movie(788, 183)
ratings_id_movie(833, 204)
ratings_id_movie(484, 216)
ratings_id_movie(660, 739)
ratings_id_movie(352, 79)
ratings_id_movie(216, 66)
ratings_id_movie(407, 239)
ratings_id_movie(757, 241)
ratings_id_movie(647, 403)
ratings_id_movie(757, 202)
ratings_id_movie(484, 237)
ratings_id_movie(778, 195)
ratings_id_movie(622, 101)
ratings_id_movie(585, 713)
ratings_id_movie(94, 658)
ratings_id_movie(42, 491)
ratings_id_movie(147, 898)
ratings_id_movie(332, 327)
ratings_id_movie(504, 1046)
ratings_id_movie(551, 410)
ratings_id_movie(504, 294)
ratings_id_movie(453, 684)
ratings_id_movie(500, 762)
ratings_id_movie(393, 623)
ratings_id_movie(788, 69)
ratings_id_movie(90, 385)
ratings_id_movie(852, 685)
ratings_id_movie(788, 451)
ratings_id_movie(729, 354)
ratings_id_movie(682, 724)
ratings_id_movie(588, 231)
ratings_id_movie(49, 372)
ratings_id_movie(758, 578)
ratings_id_movie(648, 483)
ratings_id_movie(201, 855)
ratings_id_movie(56, 1028)
ratings_id_movie(141, 276)
ratings_id_movie(152, 740)
ratings_id_movie(849, 928)
ratings_id_movie(527, 170)
ratings_id_movie(528, 83)
ratings_id_movie(828, 269)
ratings_id_movie(472, 597)
ratings_id_movie(787, 329)
ratings_id_movie(484, 29)
ratings_id_movie(673, 272)
ratings_id_movie(798, 690)
ratings_id_movie(660, 347)
ratings_id_movie(500, 780)
ratings_id_movie(647, 213)
ratings_id_movie(367, 98)
ratings_id_movie(257, 57)
ratings_id_movie(660, 771)
ratings_id_movie(397, 680)
ratings_id_movie(102, 396)
ratings_id_movie(804, 228)
ratings_id_movie(796, 98)
ratings_id_movie(90, 402)
ratings_id_movie(276, 993)
ratings_id_movie(435, 28)
ratings_id_movie(788, 798)
ratings_id_movie(506, 187)
ratings_id_movie(468, 367)
ratings_id_movie(694, 604)
ratings_id_movie(493, 91)
ratings_id_movie(334, 56)
ratings_id_movie(688, 338)
ratings_id_movie(830, 288)
ratings_id_movie(649, 147)
ratings_id_movie(425, 124)
ratings_id_movie(378, 623)
ratings_id_movie(524, 195)
ratings_id_movie(121, 298)
ratings_id_movie(671, 147)
ratings_id_movie(406, 152)
ratings_id_movie(276, 518)
ratings_id_movie(26, 252)
ratings_id_movie(621, 1047)
ratings_id_movie(773, 45)
ratings_id_movie(301, 4)
ratings_id_movie(13, 197)
ratings_id_movie(303, 319)
ratings_id_movie(804, 1178)
ratings_id_movie(119, 70)
ratings_id_movie(595, 1165)
ratings_id_movie(194, 173)
ratings_id_movie(425, 976)
ratings_id_movie(821, 275)
ratings_id_movie(291, 3)
ratings_id_movie(838, 181)
ratings_id_movie(43, 222)
ratings_id_movie(450, 87)
ratings_id_movie(758, 100)
ratings_id_movie(392, 260)
ratings_id_movie(472, 94)
ratings_id_movie(87, 535)
ratings_id_movie(794, 514)
ratings_id_movie(442, 204)
ratings_id_movie(638, 431)
ratings_id_movie(623, 127)
ratings_id_movie(788, 699)
ratings_id_movie(56, 237)
ratings_id_movie(694, 1035)
ratings_id_movie(659, 496)
ratings_id_movie(551, 603)
ratings_id_movie(528, 294)
ratings_id_movie(639, 57)
ratings_id_movie(535, 45)
ratings_id_movie(222, 154)
ratings_id_movie(484, 150)
ratings_id_movie(833, 127)
ratings_id_movie(566, 70)
ratings_id_movie(642, 231)
ratings_id_movie(770, 282)
ratings_id_movie(53, 156)
ratings_id_movie(560, 127)
ratings_id_movie(796, 357)
ratings_id_movie(758, 221)
ratings_id_movie(268, 290)
ratings_id_movie(618, 815)
ratings_id_movie(798, 832)
ratings_id_movie(755, 343)
ratings_id_movie(727, 684)
ratings_id_movie(645, 483)
ratings_id_movie(305, 166)
ratings_id_movie(151, 194)
ratings_id_movie(323, 295)
ratings_id_movie(796, 121)
ratings_id_movie(407, 127)
ratings_id_movie(557, 253)
ratings_id_movie(605, 294)
ratings_id_movie(286, 382)
ratings_id_movie(661, 751)
ratings_id_movie(562, 4)
ratings_id_movie(588, 742)
ratings_id_movie(813, 289)
ratings_id_movie(830, 225)
ratings_id_movie(402, 276)
ratings_id_movie(773, 769)
ratings_id_movie(351, 882)
ratings_id_movie(833, 854)
ratings_id_movie(639, 958)
ratings_id_movie(796, 417)
ratings_id_movie(370, 52)
ratings_id_movie(707, 97)
ratings_id_movie(498, 664)
ratings_id_movie(671, 117)
ratings_id_movie(499, 191)
ratings_id_movie(343, 53)
ratings_id_movie(682, 17)
ratings_id_movie(94, 464)
ratings_id_movie(588, 367)
ratings_id_movie(798, 367)
ratings_id_movie(844, 195)
ratings_id_movie(703, 471)
ratings_id_movie(654, 275)
ratings_id_movie(767, 172)
ratings_id_movie(497, 1030)
ratings_id_movie(492, 1147)
ratings_id_movie(191, 345)
ratings_id_movie(854, 186)
ratings_id_movie(551, 763)
ratings_id_movie(425, 174)
ratings_id_movie(334, 607)
ratings_id_movie(848, 69)
ratings_id_movie(600, 231)
ratings_id_movie(600, 230)
ratings_id_movie(656, 301)
ratings_id_movie(683, 312)
ratings_id_movie(838, 318)
ratings_id_movie(758, 26)
ratings_id_movie(627, 62)
ratings_id_movie(486, 1047)
ratings_id_movie(586, 204)
ratings_id_movie(455, 298)
ratings_id_movie(838, 72)
ratings_id_movie(87, 808)
ratings_id_movie(253, 427)
ratings_id_movie(645, 216)
ratings_id_movie(791, 328)
ratings_id_movie(537, 730)
ratings_id_movie(506, 576)
ratings_id_movie(668, 300)
ratings_id_movie(694, 176)
ratings_id_movie(660, 272)
ratings_id_movie(788, 540)
ratings_id_movie(537, 1010)
ratings_id_movie(69, 117)
ratings_id_movie(380, 208)
ratings_id_movie(487, 1425)
ratings_id_movie(757, 1188)
ratings_id_movie(659, 367)
ratings_id_movie(650, 1039)
ratings_id_movie(367, 5)
ratings_id_movie(502, 270)
ratings_id_movie(286, 1051)
ratings_id_movie(484, 79)
ratings_id_movie(674, 323)
ratings_id_movie(745, 98)
ratings_id_movie(648, 40)
ratings_id_movie(72, 191)
ratings_id_movie(704, 259)
ratings_id_movie(500, 387)
ratings_id_movie(666, 504)
ratings_id_movie(854, 979)
ratings_id_movie(13, 455)
ratings_id_movie(452, 856)
ratings_id_movie(409, 327)
ratings_id_movie(367, 164)
ratings_id_movie(361, 228)
ratings_id_movie(397, 286)
ratings_id_movie(406, 86)
ratings_id_movie(233, 133)
ratings_id_movie(470, 181)
ratings_id_movie(606, 491)
ratings_id_movie(37, 833)
ratings_id_movie(793, 150)
ratings_id_movie(378, 275)
ratings_id_movie(707, 100)
ratings_id_movie(746, 79)
ratings_id_movie(158, 449)
ratings_id_movie(55, 121)
ratings_id_movie(648, 930)
ratings_id_movie(818, 912)
ratings_id_movie(606, 138)
ratings_id_movie(774, 22)
ratings_id_movie(627, 161)
ratings_id_movie(829, 318)
ratings_id_movie(758, 483)
ratings_id_movie(459, 289)
ratings_id_movie(323, 93)
ratings_id_movie(711, 257)
ratings_id_movie(291, 772)
ratings_id_movie(459, 245)
ratings_id_movie(682, 201)
ratings_id_movie(620, 409)
ratings_id_movie(230, 211)
ratings_id_movie(13, 307)
ratings_id_movie(13, 227)
ratings_id_movie(622, 1074)
ratings_id_movie(784, 328)
ratings_id_movie(854, 475)
ratings_id_movie(497, 291)
ratings_id_movie(293, 245)
ratings_id_movie(569, 321)
ratings_id_movie(383, 132)
ratings_id_movie(468, 170)
ratings_id_movie(286, 955)
ratings_id_movie(858, 331)
ratings_id_movie(847, 288)
ratings_id_movie(848, 529)
ratings_id_movie(639, 615)
ratings_id_movie(378, 255)
ratings_id_movie(796, 546)
ratings_id_movie(49, 161)
ratings_id_movie(393, 122)
ratings_id_movie(591, 655)
ratings_id_movie(786, 82)
ratings_id_movie(201, 654)
ratings_id_movie(89, 222)
ratings_id_movie(794, 221)
ratings_id_movie(592, 881)
ratings_id_movie(694, 239)
ratings_id_movie(542, 585)
ratings_id_movie(117, 1165)
ratings_id_movie(654, 218)
ratings_id_movie(484, 229)
ratings_id_movie(504, 139)
ratings_id_movie(144, 127)
ratings_id_movie(203, 1049)
ratings_id_movie(190, 546)
ratings_id_movie(452, 58)
ratings_id_movie(340, 180)
ratings_id_movie(660, 222)
ratings_id_movie(684, 118)
ratings_id_movie(854, 499)
ratings_id_movie(593, 371)
ratings_id_movie(716, 472)
ratings_id_movie(320, 147)
ratings_id_movie(393, 280)
ratings_id_movie(686, 127)
ratings_id_movie(813, 335)
ratings_id_movie(521, 186)
ratings_id_movie(222, 477)
ratings_id_movie(506, 211)
ratings_id_movie(56, 421)
ratings_id_movie(606, 685)
ratings_id_movie(87, 1028)
ratings_id_movie(853, 1025)
ratings_id_movie(435, 679)
ratings_id_movie(328, 227)
ratings_id_movie(621, 121)
ratings_id_movie(788, 712)
ratings_id_movie(293, 275)
ratings_id_movie(698, 505)
ratings_id_movie(618, 69)
ratings_id_movie(122, 1113)
ratings_id_movie(582, 369)
ratings_id_movie(682, 56)
ratings_id_movie(640, 233)
ratings_id_movie(710, 187)
ratings_id_movie(144, 147)
ratings_id_movie(378, 392)
ratings_id_movie(533, 408)
ratings_id_movie(727, 507)
ratings_id_movie(768, 111)
ratings_id_movie(825, 988)
ratings_id_movie(200, 94)
ratings_id_movie(642, 366)
ratings_id_movie(378, 708)
ratings_id_movie(725, 300)
ratings_id_movie(801, 259)
ratings_id_movie(654, 238)
ratings_id_movie(804, 662)
ratings_id_movie(758, 482)
ratings_id_movie(633, 333)
ratings_id_movie(659, 176)
ratings_id_movie(301, 232)
ratings_id_movie(825, 841)
ratings_id_movie(560, 845)
ratings_id_movie(804, 157)
ratings_id_movie(539, 1211)
ratings_id_movie(844, 90)
ratings_id_movie(224, 380)
ratings_id_movie(758, 764)
ratings_id_movie(695, 305)
ratings_id_movie(855, 283)
ratings_id_movie(780, 300)
ratings_id_movie(748, 188)
ratings_id_movie(640, 22)
ratings_id_movie(830, 194)
ratings_id_movie(746, 50)
ratings_id_movie(533, 77)
ratings_id_movie(484, 385)
ratings_id_movie(650, 79)
ratings_id_movie(592, 281)
ratings_id_movie(705, 286)
ratings_id_movie(524, 1093)
ratings_id_movie(277, 258)
ratings_id_movie(400, 269)
ratings_id_movie(592, 1129)
ratings_id_movie(8, 403)
ratings_id_movie(303, 477)
ratings_id_movie(817, 358)
ratings_id_movie(833, 653)
ratings_id_movie(854, 87)
ratings_id_movie(776, 276)
ratings_id_movie(700, 168)
ratings_id_movie(303, 230)
ratings_id_movie(786, 161)
ratings_id_movie(7, 180)
ratings_id_movie(95, 781)
ratings_id_movie(215, 433)
ratings_id_movie(788, 82)
ratings_id_movie(694, 356)
ratings_id_movie(796, 282)
ratings_id_movie(705, 1228)
ratings_id_movie(639, 357)
ratings_id_movie(470, 276)
ratings_id_movie(615, 736)
ratings_id_movie(293, 150)
ratings_id_movie(566, 165)
ratings_id_movie(642, 225)
ratings_id_movie(632, 91)
ratings_id_movie(785, 1050)
ratings_id_movie(665, 293)
ratings_id_movie(533, 476)
ratings_id_movie(828, 325)
ratings_id_movie(487, 58)
ratings_id_movie(591, 211)
ratings_id_movie(639, 12)
ratings_id_movie(606, 845)
ratings_id_movie(277, 762)
ratings_id_movie(378, 961)
ratings_id_movie(787, 307)
ratings_id_movie(758, 686)
ratings_id_movie(160, 61)
ratings_id_movie(158, 562)
ratings_id_movie(706, 331)
ratings_id_movie(804, 95)
ratings_id_movie(615, 423)
ratings_id_movie(852, 408)
ratings_id_movie(843, 636)
ratings_id_movie(624, 250)
ratings_id_movie(627, 697)
ratings_id_movie(827, 268)
ratings_id_movie(293, 316)
ratings_id_movie(757, 144)
ratings_id_movie(666, 632)
ratings_id_movie(59, 687)
ratings_id_movie(796, 731)
ratings_id_movie(117, 410)
ratings_id_movie(711, 193)
ratings_id_movie(345, 124)
ratings_id_movie(707, 65)
ratings_id_movie(122, 403)
ratings_id_movie(833, 154)
ratings_id_movie(592, 332)
ratings_id_movie(230, 100)
ratings_id_movie(679, 241)
ratings_id_movie(827, 313)
ratings_id_movie(632, 233)
ratings_id_movie(798, 356)
ratings_id_movie(245, 210)
ratings_id_movie(642, 383)
ratings_id_movie(849, 172)
ratings_id_movie(710, 223)
ratings_id_movie(493, 124)
ratings_id_movie(580, 258)
ratings_id_movie(682, 154)
ratings_id_movie(704, 172)
ratings_id_movie(682, 254)
ratings_id_movie(476, 208)
ratings_id_movie(606, 435)
ratings_id_movie(727, 680)
ratings_id_movie(641, 242)
ratings_id_movie(788, 125)
ratings_id_movie(326, 4)
ratings_id_movie(853, 302)
ratings_id_movie(13, 507)
ratings_id_movie(603, 419)
ratings_id_movie(795, 771)
ratings_id_movie(788, 744)
ratings_id_movie(201, 1401)
ratings_id_movie(621, 940)
ratings_id_movie(506, 568)
ratings_id_movie(578, 250)
ratings_id_movie(472, 810)
ratings_id_movie(648, 455)
ratings_id_movie(707, 956)
ratings_id_movie(500, 301)
ratings_id_movie(254, 167)
ratings_id_movie(796, 1040)
ratings_id_movie(506, 770)
ratings_id_movie(791, 50)
ratings_id_movie(757, 1035)
ratings_id_movie(238, 405)
ratings_id_movie(436, 43)
ratings_id_movie(586, 295)
ratings_id_movie(682, 218)
ratings_id_movie(558, 15)
ratings_id_movie(530, 204)
ratings_id_movie(727, 109)
ratings_id_movie(648, 168)
ratings_id_movie(825, 298)
ratings_id_movie(391, 471)
ratings_id_movie(26, 678)
ratings_id_movie(292, 50)
ratings_id_movie(863, 754)
ratings_id_movie(563, 70)
ratings_id_movie(784, 292)
ratings_id_movie(280, 228)
ratings_id_movie(42, 660)
ratings_id_movie(706, 7)
ratings_id_movie(332, 356)
ratings_id_movie(606, 93)
ratings_id_movie(642, 726)
ratings_id_movie(548, 898)
ratings_id_movie(327, 507)
ratings_id_movie(532, 781)
ratings_id_movie(844, 423)
ratings_id_movie(622, 396)
ratings_id_movie(772, 332)
ratings_id_movie(619, 17)
ratings_id_movie(852, 323)
ratings_id_movie(49, 1075)
ratings_id_movie(666, 255)
ratings_id_movie(793, 109)
ratings_id_movie(768, 332)
ratings_id_movie(201, 212)
ratings_id_movie(429, 847)
ratings_id_movie(661, 194)
ratings_id_movie(776, 569)
ratings_id_movie(535, 79)
ratings_id_movie(633, 1046)
ratings_id_movie(786, 240)
ratings_id_movie(412, 211)
ratings_id_movie(694, 237)
ratings_id_movie(833, 614)
ratings_id_movie(280, 111)
ratings_id_movie(340, 15)
ratings_id_movie(391, 148)
ratings_id_movie(499, 153)
ratings_id_movie(363, 186)
ratings_id_movie(455, 660)
ratings_id_movie(650, 69)
ratings_id_movie(773, 171)
ratings_id_movie(582, 475)
ratings_id_movie(476, 56)
ratings_id_movie(268, 201)
ratings_id_movie(393, 184)
ratings_id_movie(104, 250)
ratings_id_movie(707, 647)
ratings_id_movie(494, 86)
ratings_id_movie(639, 651)
ratings_id_movie(794, 557)
ratings_id_movie(436, 1227)
ratings_id_movie(82, 169)
ratings_id_movie(280, 385)
ratings_id_movie(507, 691)
ratings_id_movie(452, 127)
ratings_id_movie(391, 479)
ratings_id_movie(802, 1025)
ratings_id_movie(355, 329)
ratings_id_movie(118, 258)
ratings_id_movie(102, 265)
ratings_id_movie(854, 126)
ratings_id_movie(390, 13)
ratings_id_movie(795, 742)
ratings_id_movie(158, 810)
ratings_id_movie(548, 358)
ratings_id_movie(498, 83)
ratings_id_movie(830, 22)
ratings_id_movie(686, 174)
ratings_id_movie(59, 633)
ratings_id_movie(838, 497)
ratings_id_movie(447, 1326)
ratings_id_movie(506, 497)
ratings_id_movie(830, 177)
ratings_id_movie(585, 1558)
ratings_id_movie(833, 1214)
ratings_id_movie(378, 1053)
ratings_id_movie(459, 286)
ratings_id_movie(788, 10)
ratings_id_movie(582, 293)
ratings_id_movie(618, 526)
ratings_id_movie(676, 64)
ratings_id_movie(712, 60)
ratings_id_movie(455, 591)
ratings_id_movie(714, 15)
ratings_id_movie(654, 97)
ratings_id_movie(606, 12)
ratings_id_movie(725, 100)
ratings_id_movie(691, 478)
ratings_id_movie(606, 655)
ratings_id_movie(216, 763)
ratings_id_movie(788, 53)
ratings_id_movie(237, 176)
ratings_id_movie(716, 282)
ratings_id_movie(199, 408)
ratings_id_movie(389, 945)
ratings_id_movie(605, 357)
ratings_id_movie(397, 210)
ratings_id_movie(665, 109)
ratings_id_movie(230, 168)
ratings_id_movie(435, 321)
ratings_id_movie(345, 65)
ratings_id_movie(778, 209)
ratings_id_movie(391, 628)
ratings_id_movie(498, 124)
ratings_id_movie(843, 145)
ratings_id_movie(479, 148)
ratings_id_movie(303, 271)
ratings_id_movie(833, 22)
ratings_id_movie(450, 1282)
ratings_id_movie(13, 228)
ratings_id_movie(177, 642)
ratings_id_movie(378, 435)
ratings_id_movie(216, 673)
ratings_id_movie(561, 673)
ratings_id_movie(271, 481)
ratings_id_movie(623, 121)
ratings_id_movie(551, 177)
ratings_id_movie(407, 756)
ratings_id_movie(85, 50)
ratings_id_movie(435, 926)
ratings_id_movie(553, 1009)
ratings_id_movie(412, 150)
ratings_id_movie(745, 181)
ratings_id_movie(743, 879)
ratings_id_movie(798, 222)
ratings_id_movie(825, 864)
ratings_id_movie(472, 386)
ratings_id_movie(268, 178)
ratings_id_movie(716, 526)
ratings_id_movie(830, 402)
ratings_id_movie(569, 258)
ratings_id_movie(848, 152)
ratings_id_movie(746, 24)
ratings_id_movie(642, 292)
ratings_id_movie(201, 46)
ratings_id_movie(49, 725)
ratings_id_movie(712, 26)
ratings_id_movie(358, 65)
ratings_id_movie(496, 147)
ratings_id_movie(741, 275)
ratings_id_movie(776, 22)
ratings_id_movie(694, 378)
ratings_id_movie(592, 252)
ratings_id_movie(566, 684)
ratings_id_movie(500, 472)
ratings_id_movie(642, 66)
ratings_id_movie(484, 174)
ratings_id_movie(787, 259)
ratings_id_movie(499, 117)
ratings_id_movie(627, 70)
ratings_id_movie(659, 578)
ratings_id_movie(774, 258)
ratings_id_movie(716, 28)
ratings_id_movie(667, 192)
ratings_id_movie(648, 145)
ratings_id_movie(78, 25)
ratings_id_movie(328, 318)
ratings_id_movie(830, 95)
ratings_id_movie(625, 168)
ratings_id_movie(496, 469)
ratings_id_movie(585, 18)
ratings_id_movie(532, 722)
ratings_id_movie(524, 498)
ratings_id_movie(764, 1221)
ratings_id_movie(843, 195)
ratings_id_movie(654, 735)
ratings_id_movie(59, 662)
ratings_id_movie(389, 88)
ratings_id_movie(854, 409)
ratings_id_movie(599, 276)
ratings_id_movie(534, 477)
ratings_id_movie(683, 133)
ratings_id_movie(606, 471)
ratings_id_movie(61, 269)
ratings_id_movie(773, 228)
ratings_id_movie(472, 174)
ratings_id_movie(293, 469)
ratings_id_movie(450, 168)
ratings_id_movie(407, 158)
ratings_id_movie(682, 772)
ratings_id_movie(640, 180)
ratings_id_movie(707, 900)
ratings_id_movie(612, 275)
ratings_id_movie(682, 121)
ratings_id_movie(638, 176)
ratings_id_movie(727, 265)
ratings_id_movie(221, 55)
ratings_id_movie(595, 546)
ratings_id_movie(551, 92)
ratings_id_movie(529, 322)
ratings_id_movie(665, 9)
ratings_id_movie(606, 24)
ratings_id_movie(795, 240)
ratings_id_movie(467, 1226)
ratings_id_movie(286, 431)
ratings_id_movie(682, 47)
ratings_id_movie(778, 121)
ratings_id_movie(588, 161)
ratings_id_movie(393, 1016)
ratings_id_movie(627, 802)
ratings_id_movie(340, 502)
ratings_id_movie(561, 480)
ratings_id_movie(774, 135)
ratings_id_movie(853, 331)
ratings_id_movie(788, 218)
ratings_id_movie(727, 50)
ratings_id_movie(825, 50)
ratings_id_movie(593, 106)
ratings_id_movie(246, 724)
ratings_id_movie(853, 245)
ratings_id_movie(21, 994)
ratings_id_movie(863, 264)
ratings_id_movie(436, 327)
ratings_id_movie(392, 50)
ratings_id_movie(642, 871)
ratings_id_movie(283, 412)
ratings_id_movie(828, 753)
ratings_id_movie(592, 939)
ratings_id_movie(725, 358)
ratings_id_movie(843, 183)
ratings_id_movie(94, 504)
ratings_id_movie(553, 56)
ratings_id_movie(286, 278)
ratings_id_movie(297, 228)
ratings_id_movie(302, 289)
ratings_id_movie(561, 215)
ratings_id_movie(666, 856)
ratings_id_movie(755, 302)
ratings_id_movie(796, 326)
ratings_id_movie(659, 131)
ratings_id_movie(468, 97)
ratings_id_movie(757, 193)
ratings_id_movie(847, 405)
ratings_id_movie(625, 23)
ratings_id_movie(524, 414)
ratings_id_movie(618, 23)
ratings_id_movie(774, 849)
ratings_id_movie(151, 222)
ratings_id_movie(759, 298)
ratings_id_movie(486, 327)
ratings_id_movie(606, 129)
ratings_id_movie(425, 343)
ratings_id_movie(344, 26)
ratings_id_movie(514, 13)
ratings_id_movie(748, 176)
ratings_id_movie(81, 1059)
ratings_id_movie(577, 468)
ratings_id_movie(472, 742)
ratings_id_movie(621, 578)
ratings_id_movie(650, 502)
ratings_id_movie(804, 568)
ratings_id_movie(380, 651)
ratings_id_movie(727, 378)
ratings_id_movie(854, 122)
ratings_id_movie(857, 294)
ratings_id_movie(727, 386)
ratings_id_movie(282, 319)
ratings_id_movie(434, 151)
ratings_id_movie(450, 630)
ratings_id_movie(144, 14)
ratings_id_movie(765, 25)
ratings_id_movie(682, 566)
ratings_id_movie(65, 531)
ratings_id_movie(249, 327)
ratings_id_movie(661, 684)
ratings_id_movie(625, 498)
ratings_id_movie(757, 129)
ratings_id_movie(804, 522)
ratings_id_movie(625, 144)
ratings_id_movie(838, 169)
ratings_id_movie(85, 238)
ratings_id_movie(804, 243)
ratings_id_movie(710, 192)
ratings_id_movie(45, 7)
ratings_id_movie(863, 301)
ratings_id_movie(694, 584)
ratings_id_movie(447, 1016)
ratings_id_movie(660, 38)
ratings_id_movie(518, 121)
ratings_id_movie(619, 53)
ratings_id_movie(798, 662)
ratings_id_movie(650, 636)
ratings_id_movie(684, 202)
ratings_id_movie(796, 393)
ratings_id_movie(625, 655)
ratings_id_movie(788, 76)
ratings_id_movie(447, 546)
ratings_id_movie(864, 408)
ratings_id_movie(682, 384)
ratings_id_movie(705, 284)
ratings_id_movie(864, 53)
ratings_id_movie(648, 368)
ratings_id_movie(833, 157)
ratings_id_movie(758, 529)
ratings_id_movie(551, 779)
ratings_id_movie(429, 277)
ratings_id_movie(778, 738)
ratings_id_movie(506, 684)
ratings_id_movie(297, 156)
ratings_id_movie(606, 307)
ratings_id_movie(765, 242)
ratings_id_movie(343, 154)
ratings_id_movie(358, 174)
ratings_id_movie(847, 238)
ratings_id_movie(672, 815)
ratings_id_movie(798, 270)
ratings_id_movie(712, 623)
ratings_id_movie(188, 318)
ratings_id_movie(683, 682)
ratings_id_movie(748, 357)
ratings_id_movie(786, 234)
ratings_id_movie(838, 311)
ratings_id_movie(795, 184)
ratings_id_movie(279, 550)
ratings_id_movie(435, 781)
ratings_id_movie(847, 1172)
ratings_id_movie(326, 849)
ratings_id_movie(788, 1135)
ratings_id_movie(535, 702)
ratings_id_movie(848, 584)
ratings_id_movie(854, 1014)
ratings_id_movie(714, 300)
ratings_id_movie(757, 423)
ratings_id_movie(864, 642)
ratings_id_movie(332, 240)
ratings_id_movie(778, 204)
ratings_id_movie(825, 832)
ratings_id_movie(537, 338)
ratings_id_movie(286, 747)
ratings_id_movie(798, 1517)
ratings_id_movie(703, 237)
ratings_id_movie(661, 209)
ratings_id_movie(743, 222)
ratings_id_movie(139, 242)
ratings_id_movie(292, 197)
ratings_id_movie(648, 15)
ratings_id_movie(363, 4)
ratings_id_movie(475, 127)
ratings_id_movie(279, 864)
ratings_id_movie(540, 475)
ratings_id_movie(370, 193)
ratings_id_movie(829, 250)
ratings_id_movie(716, 412)
ratings_id_movie(648, 9)
ratings_id_movie(524, 419)
ratings_id_movie(537, 212)
ratings_id_movie(727, 232)
ratings_id_movie(17, 111)
ratings_id_movie(817, 147)
ratings_id_movie(268, 423)
ratings_id_movie(770, 325)
ratings_id_movie(767, 176)
ratings_id_movie(293, 528)
ratings_id_movie(435, 369)
ratings_id_movie(804, 184)
ratings_id_movie(621, 270)
ratings_id_movie(785, 301)
ratings_id_movie(618, 98)
ratings_id_movie(773, 100)
ratings_id_movie(833, 449)
ratings_id_movie(645, 427)
ratings_id_movie(605, 153)
ratings_id_movie(58, 313)
ratings_id_movie(645, 134)
ratings_id_movie(416, 699)
ratings_id_movie(321, 651)
ratings_id_movie(757, 24)
ratings_id_movie(216, 356)
ratings_id_movie(535, 213)
ratings_id_movie(21, 975)
ratings_id_movie(286, 22)
ratings_id_movie(514, 211)
ratings_id_movie(542, 315)
ratings_id_movie(334, 931)
ratings_id_movie(731, 508)
ratings_id_movie(786, 183)
ratings_id_movie(50, 124)
ratings_id_movie(758, 1025)
ratings_id_movie(741, 25)
ratings_id_movie(727, 775)
ratings_id_movie(682, 386)
ratings_id_movie(795, 1110)
ratings_id_movie(868, 204)
ratings_id_movie(151, 168)
ratings_id_movie(103, 118)
ratings_id_movie(676, 258)
ratings_id_movie(198, 823)
ratings_id_movie(42, 1046)
ratings_id_movie(293, 663)
ratings_id_movie(802, 56)
ratings_id_movie(777, 157)
ratings_id_movie(854, 273)
ratings_id_movie(784, 286)
ratings_id_movie(212, 318)
ratings_id_movie(94, 417)
ratings_id_movie(634, 741)
ratings_id_movie(830, 633)
ratings_id_movie(345, 1101)
ratings_id_movie(622, 402)
ratings_id_movie(122, 83)
ratings_id_movie(185, 286)
ratings_id_movie(711, 1160)
ratings_id_movie(301, 318)
ratings_id_movie(798, 306)
ratings_id_movie(436, 340)
ratings_id_movie(434, 283)
ratings_id_movie(668, 752)
ratings_id_movie(741, 202)
ratings_id_movie(379, 502)
ratings_id_movie(666, 582)
ratings_id_movie(532, 833)
ratings_id_movie(560, 181)
ratings_id_movie(80, 86)
ratings_id_movie(438, 815)
ratings_id_movie(686, 135)
ratings_id_movie(585, 740)
ratings_id_movie(487, 1074)
ratings_id_movie(771, 873)
ratings_id_movie(796, 427)
ratings_id_movie(542, 121)
ratings_id_movie(532, 191)
ratings_id_movie(852, 118)
ratings_id_movie(184, 134)
ratings_id_movie(579, 194)
ratings_id_movie(838, 480)
ratings_id_movie(712, 781)
ratings_id_movie(658, 1101)
ratings_id_movie(828, 1268)
ratings_id_movie(85, 357)
ratings_id_movie(650, 181)
ratings_id_movie(547, 303)
ratings_id_movie(796, 56)
ratings_id_movie(435, 108)
ratings_id_movie(314, 72)
ratings_id_movie(600, 576)
ratings_id_movie(507, 121)
ratings_id_movie(110, 1182)
ratings_id_movie(847, 763)
ratings_id_movie(619, 295)
ratings_id_movie(833, 128)
ratings_id_movie(548, 13)
ratings_id_movie(716, 427)
ratings_id_movie(201, 173)
ratings_id_movie(665, 215)
ratings_id_movie(784, 271)
ratings_id_movie(627, 51)
ratings_id_movie(786, 381)
ratings_id_movie(682, 659)
ratings_id_movie(503, 707)
ratings_id_movie(495, 421)
ratings_id_movie(70, 63)
ratings_id_movie(482, 881)
ratings_id_movie(553, 197)
ratings_id_movie(682, 720)
ratings_id_movie(196, 762)
ratings_id_movie(864, 50)
ratings_id_movie(798, 1049)
ratings_id_movie(748, 50)
ratings_id_movie(854, 281)
ratings_id_movie(627, 12)
ratings_id_movie(711, 216)
ratings_id_movie(593, 1012)
ratings_id_movie(658, 169)
ratings_id_movie(786, 132)
ratings_id_movie(471, 225)
ratings_id_movie(825, 508)
ratings_id_movie(825, 1015)
